"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion",338,0.3876350293036,1.53753848022131,0.000171629450579157,0.0120294641835417,0.0103232450908408,2817,"tags=36%, list=21%, signal=29%","ENSG00000109906/ENSG00000171855/ENSG00000125657/ENSG00000143842/ENSG00000121807/ENSG00000112299/ENSG00000162692/ENSG00000182566/ENSG00000175040/ENSG00000114455/ENSG00000135318/ENSG00000237541/ENSG00000127951/ENSG00000107485/ENSG00000167244/ENSG00000007908/ENSG00000107562/ENSG00000121594/ENSG00000136634/ENSG00000134352/ENSG00000154096/ENSG00000155659/ENSG00000119508/ENSG00000179388/ENSG00000163599/ENSG00000135046/ENSG00000107338/ENSG00000108691/ENSG00000136244/ENSG00000136826/ENSG00000162711/ENSG00000117586/ENSG00000174175/ENSG00000105974/ENSG00000170961/ENSG00000072694/ENSG00000135426/ENSG00000171150/ENSG00000114013/ENSG00000065675/ENSG00000114315/ENSG00000198053/ENSG00000144802/ENSG00000010610/ENSG00000012779/ENSG00000107968/ENSG00000122188/ENSG00000104312/ENSG00000073861/ENSG00000101307/ENSG00000107738/ENSG00000197471/ENSG00000136630/ENSG00000261371/ENSG00000254087/ENSG00000183734/ENSG00000242574/ENSG00000223865/ENSG00000168071/ENSG00000130707/ENSG00000110944/ENSG00000135077/ENSG00000157873/ENSG00000104432/ENSG00000026508/ENSG00000197122/ENSG00000168811/ENSG00000096968/ENSG00000049130/ENSG00000114423/ENSG00000125726/ENSG00000168421/ENSG00000172216/ENSG00000188404/ENSG00000163554/ENSG00000110492/ENSG00000175467/ENSG00000173391/ENSG00000168961/ENSG00000079385/ENSG00000204257/ENSG00000125347/ENSG00000101665/ENSG00000196371/ENSG00000160685/ENSG00000138821/ENSG00000151651/ENSG00000103490/ENSG00000100219/ENSG00000163874/ENSG00000179344/ENSG00000196352/ENSG00000186818/ENSG00000064201/ENSG00000164136/ENSG00000107099/ENSG00000147065/ENSG00000187210/ENSG00000090776/ENSG00000173757/ENSG00000108946/ENSG00000197329/ENSG00000112149/ENSG00000185338/ENSG00000080503/ENSG00000146072/ENSG00000019582/ENSG00000081237/ENSG00000158769/ENSG00000141293/ENSG00000105122/ENSG00000108861/ENSG00000139613/ENSG00000115232/ENSG00000138735/ENSG00000118689/ENSG00000130475/ENSG00000143507/ENSG00000186951/ENSG00000204472/ENSG00000150782/ENSG00000110876/ENSG00000198286"
"GO:0043062","GO:0043062","extracellular structure organization",201,0.433547390585918,1.64069872865143,0.000175455852448773,0.0121419891814866,0.0104198099182436,1922,"tags=34%, list=14%, signal=29%","ENSG00000138061/ENSG00000087245/ENSG00000166106/ENSG00000168743/ENSG00000116962/ENSG00000125845/ENSG00000154734/ENSG00000138131/ENSG00000112280/ENSG00000019144/ENSG00000139329/ENSG00000134853/ENSG00000112562/ENSG00000162510/ENSG00000172037/ENSG00000187955/ENSG00000091986/ENSG00000132031/ENSG00000106624/ENSG00000204262/ENSG00000158859/ENSG00000136244/ENSG00000204983/ENSG00000275896/ENSG00000160323/ENSG00000204580/ENSG00000101439/ENSG00000080573/ENSG00000178031/ENSG00000174705/ENSG00000123342/ENSG00000054598/ENSG00000111799/ENSG00000105974/ENSG00000170961/ENSG00000204291/ENSG00000206561/ENSG00000114270/ENSG00000046653/ENSG00000172236/ENSG00000137673/ENSG00000066056/ENSG00000163638/ENSG00000183087/ENSG00000142192/ENSG00000198598/ENSG00000168542/ENSG00000103196/ENSG00000163661/ENSG00000149257/ENSG00000259207/ENSG00000120708/ENSG00000121101/ENSG00000050767/ENSG00000091136/ENSG00000181404/ENSG00000099953/ENSG00000139174/ENSG00000196569/ENSG00000162733/ENSG00000157227/ENSG00000105993/ENSG00000148400/ENSG00000049089/ENSG00000122707/ENSG00000106823/ENSG00000130508/ENSG00000102760"
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation",445,0.361539674941494,1.46969661238086,0.00018293616242837,0.0125013999999487,0.0107282431045164,1712,"tags=23%, list=13%, signal=20%","ENSG00000213231/ENSG00000145431/ENSG00000109321/ENSG00000116106/ENSG00000101200/ENSG00000171855/ENSG00000019991/ENSG00000141198/ENSG00000125845/ENSG00000170962/ENSG00000135333/ENSG00000175505/ENSG00000106538/ENSG00000087589/ENSG00000138798/ENSG00000167244/ENSG00000104689/ENSG00000121594/ENSG00000134352/ENSG00000128052/ENSG00000130340/ENSG00000160284/ENSG00000120738/ENSG00000116678/ENSG00000102755/ENSG00000141655/ENSG00000099985/ENSG00000120162/ENSG00000136960/ENSG00000150337/ENSG00000134072/ENSG00000136244/ENSG00000128342/ENSG00000124882/ENSG00000121236/ENSG00000182578/ENSG00000037280/ENSG00000183160/ENSG00000140285/ENSG00000125730/ENSG00000105974/ENSG00000134817/ENSG00000176907/ENSG00000188906/ENSG00000122025/ENSG00000114013/ENSG00000109670/ENSG00000114315/ENSG00000110092/ENSG00000183087/ENSG00000142192/ENSG00000010610/ENSG00000122679/ENSG00000177283/ENSG00000104312/ENSG00000198400/ENSG00000137486/ENSG00000160712/ENSG00000136848/ENSG00000101017/ENSG00000259207/ENSG00000136869/ENSG00000121716/ENSG00000197471/ENSG00000172081/ENSG00000267534/ENSG00000163794/ENSG00000261371/ENSG00000254087/ENSG00000108984/ENSG00000153071/ENSG00000111859/ENSG00000154237/ENSG00000173327/ENSG00000103966/ENSG00000110944/ENSG00000106617/ENSG00000174130/ENSG00000149115/ENSG00000157873/ENSG00000237693/ENSG00000088888/ENSG00000026508/ENSG00000156735/ENSG00000011422/ENSG00000197122/ENSG00000169032/ENSG00000168811/ENSG00000122641/ENSG00000139668/ENSG00000096968/ENSG00000162733/ENSG00000049130/ENSG00000112964/ENSG00000148053/ENSG00000111961/ENSG00000185122/ENSG00000135218/ENSG00000153162/ENSG00000004660/ENSG00000101109"
"GO:0050911","GO:0050911","detection of chemical stimulus involved in sensory perception of smell",22,0.775543441630739,2.04315311380858,0.00019331244115532,0.0130473964913103,0.0111967972739345,704,"tags=64%, list=5%, signal=60%","ENSG00000181518/ENSG00000127530/ENSG00000171014/ENSG00000254737/ENSG00000236981/ENSG00000198128/ENSG00000188269/ENSG00000187080/ENSG00000198601/ENSG00000228198/ENSG00000171180/ENSG00000234560/ENSG00000196071/ENSG00000256574"
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity",79,0.549066487091439,1.84653816974971,0.000206882179117617,0.0136268057016387,0.0116940250136616,2217,"tags=35%, list=17%, signal=30%","ENSG00000197632/ENSG00000101200/ENSG00000019991/ENSG00000157150/ENSG00000106366/ENSG00000126709/ENSG00000136826/ENSG00000101439/ENSG00000102265/ENSG00000183087/ENSG00000124570/ENSG00000149257/ENSG00000132386/ENSG00000021355/ENSG00000114204/ENSG00000233276/ENSG00000026508/ENSG00000011422/ENSG00000197122/ENSG00000137642/ENSG00000105993/ENSG00000177189/ENSG00000249437/ENSG00000122707/ENSG00000015413/ENSG00000128040/ENSG00000215301/ENSG00000240583"
"GO:0097696","GO:0097696","receptor signaling pathway via STAT",115,0.504708801871353,1.79850480478956,0.00020540103623419,0.0136268057016387,0.0116940250136616,1746,"tags=31%, list=13%, signal=27%","ENSG00000256660/ENSG00000138061/ENSG00000171855/ENSG00000121807/ENSG00000175505/ENSG00000138798/ENSG00000205755/ENSG00000136634/ENSG00000134352/ENSG00000132170/ENSG00000099985/ENSG00000108691/ENSG00000136244/ENSG00000128342/ENSG00000182578/ENSG00000105974/ENSG00000122025/ENSG00000184557/ENSG00000171150/ENSG00000115415/ENSG00000114315/ENSG00000160712/ENSG00000101017/ENSG00000111252/ENSG00000198730/ENSG00000170581/ENSG00000254087/ENSG00000126561/ENSG00000110324/ENSG00000110944/ENSG00000198223/ENSG00000168811/ENSG00000096968/ENSG00000112964/ENSG00000185122/ENSG00000148400"
"GO:0048771","GO:0048771","tissue remodeling",121,0.497137355195198,1.77851209178969,0.00022157151072723,0.0140852494086717,0.0120874445937732,1850,"tags=38%, list=14%, signal=33%","ENSG00000118785/ENSG00000087245/ENSG00000121807/ENSG00000164932/ENSG00000113389/ENSG00000091513/ENSG00000139567/ENSG00000115461/ENSG00000102575/ENSG00000160801/ENSG00000105514/ENSG00000152661/ENSG00000132170/ENSG00000116678/ENSG00000141655/ENSG00000136244/ENSG00000242252/ENSG00000128342/ENSG00000114739/ENSG00000101439/ENSG00000164867/ENSG00000182578/ENSG00000037280/ENSG00000183160/ENSG00000167601/ENSG00000054598/ENSG00000105974/ENSG00000187098/ENSG00000102265/ENSG00000066056/ENSG00000259207/ENSG00000004799/ENSG00000135679/ENSG00000154237/ENSG00000118503/ENSG00000110944/ENSG00000159899/ENSG00000104432/ENSG00000197122/ENSG00000162733/ENSG00000157227/ENSG00000075426/ENSG00000197599/ENSG00000110492/ENSG00000140995/ENSG00000079385"
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production",144,0.470884783856498,1.71789757660018,0.000219965920069787,0.0140852494086717,0.0120874445937732,2507,"tags=37%, list=19%, signal=30%","ENSG00000105383/ENSG00000121807/ENSG00000137033/ENSG00000170458/ENSG00000175445/ENSG00000159674/ENSG00000115138/ENSG00000129988/ENSG00000102575/ENSG00000136634/ENSG00000163737/ENSG00000089127/ENSG00000136244/ENSG00000111331/ENSG00000066294/ENSG00000167601/ENSG00000188906/ENSG00000114013/ENSG00000165168/ENSG00000198053/ENSG00000183087/ENSG00000142192/ENSG00000104312/ENSG00000136869/ENSG00000184988/ENSG00000090376/ENSG00000107738/ENSG00000197471/ENSG00000239998/ENSG00000118503/ENSG00000145675/ENSG00000110944/ENSG00000135077/ENSG00000088888/ENSG00000111335/ENSG00000126391/ENSG00000096968/ENSG00000135218/ENSG00000168961/ENSG00000104998/ENSG00000181722/ENSG00000277632/ENSG00000151651/ENSG00000103490/ENSG00000128016/ENSG00000163874/ENSG00000186818/ENSG00000105329/ENSG00000106100/ENSG00000120885/ENSG00000081237/ENSG00000203747/ENSG00000168610"
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",144,0.470884783856498,1.71789757660018,0.000219965920069787,0.0140852494086717,0.0120874445937732,2507,"tags=37%, list=19%, signal=30%","ENSG00000105383/ENSG00000121807/ENSG00000137033/ENSG00000170458/ENSG00000175445/ENSG00000159674/ENSG00000115138/ENSG00000129988/ENSG00000102575/ENSG00000136634/ENSG00000163737/ENSG00000089127/ENSG00000136244/ENSG00000111331/ENSG00000066294/ENSG00000167601/ENSG00000188906/ENSG00000114013/ENSG00000165168/ENSG00000198053/ENSG00000183087/ENSG00000142192/ENSG00000104312/ENSG00000136869/ENSG00000184988/ENSG00000090376/ENSG00000107738/ENSG00000197471/ENSG00000239998/ENSG00000118503/ENSG00000145675/ENSG00000110944/ENSG00000135077/ENSG00000088888/ENSG00000111335/ENSG00000126391/ENSG00000096968/ENSG00000135218/ENSG00000168961/ENSG00000104998/ENSG00000181722/ENSG00000277632/ENSG00000151651/ENSG00000103490/ENSG00000128016/ENSG00000163874/ENSG00000186818/ENSG00000105329/ENSG00000106100/ENSG00000120885/ENSG00000081237/ENSG00000203747/ENSG00000168610"
"GO:1903131","GO:1903131","mononuclear cell differentiation",393,0.369031497756922,1.48525404609172,0.000231471199013519,0.01454543729893,0.0124823609679764,2712,"tags=32%, list=20%, signal=26%","ENSG00000109906/ENSG00000171855/ENSG00000125657/ENSG00000002933/ENSG00000143842/ENSG00000121807/ENSG00000112299/ENSG00000162692/ENSG00000182566/ENSG00000175505/ENSG00000106565/ENSG00000115738/ENSG00000127951/ENSG00000107485/ENSG00000198719/ENSG00000123685/ENSG00000121594/ENSG00000170345/ENSG00000136634/ENSG00000140968/ENSG00000132170/ENSG00000169508/ENSG00000120738/ENSG00000198846/ENSG00000166527/ENSG00000116678/ENSG00000179388/ENSG00000163599/ENSG00000057657/ENSG00000135046/ENSG00000107338/ENSG00000136244/ENSG00000185507/ENSG00000162711/ENSG00000117586/ENSG00000123999/ENSG00000182578/ENSG00000167601/ENSG00000213886/ENSG00000134545/ENSG00000122025/ENSG00000184557/ENSG00000072694/ENSG00000130584/ENSG00000135426/ENSG00000171150/ENSG00000114013/ENSG00000152518/ENSG00000078596/ENSG00000166523/ENSG00000144802/ENSG00000183087/ENSG00000010610/ENSG00000165030/ENSG00000177283/ENSG00000104312/ENSG00000198400/ENSG00000115604/ENSG00000134321/ENSG00000160712/ENSG00000073861/ENSG00000171522/ENSG00000107738/ENSG00000197471/ENSG00000136630/ENSG00000204103/ENSG00000254087/ENSG00000183734/ENSG00000140691/ENSG00000145675/ENSG00000008513/ENSG00000110944/ENSG00000104432/ENSG00000122641/ENSG00000160856/ENSG00000171223/ENSG00000157227/ENSG00000075426/ENSG00000168421/ENSG00000172216/ENSG00000110492/ENSG00000175467/ENSG00000168961/ENSG00000067082/ENSG00000111321/ENSG00000125347/ENSG00000101665/ENSG00000171791/ENSG00000152804/ENSG00000160685/ENSG00000172673/ENSG00000196415/ENSG00000151651/ENSG00000100219/ENSG00000163874/ENSG00000186818/ENSG00000105329/ENSG00000164136/ENSG00000070495/ENSG00000100345/ENSG00000108840/ENSG00000173757/ENSG00000117461/ENSG00000104903/ENSG00000124126/ENSG00000112149/ENSG00000147251/ENSG00000185338/ENSG00000080503/ENSG00000019582/ENSG00000129465/ENSG00000081237/ENSG00000178585/ENSG00000168610/ENSG00000133895/ENSG00000139613/ENSG00000057663/ENSG00000110719/ENSG00000115232/ENSG00000118689/ENSG00000182511/ENSG00000169710/ENSG00000171316/ENSG00000143507"
"GO:0045624","GO:0045624","positive regulation of T-helper cell differentiation",18,0.782463362024197,1.95700926579054,0.000244509477376355,0.0148525923646282,0.0127459501832329,1434,"tags=61%, list=11%, signal=55%","ENSG00000121594/ENSG00000135046/ENSG00000107338/ENSG00000162711/ENSG00000117586/ENSG00000171150/ENSG00000114013/ENSG00000144802/ENSG00000104312/ENSG00000136630/ENSG00000110944"
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation",94,0.517879895798819,1.80465992566469,0.000240087967839712,0.0148525923646282,0.0127459501832329,924,"tags=23%, list=7%, signal=22%","ENSG00000179776/ENSG00000185022/ENSG00000116285/ENSG00000125845/ENSG00000168874/ENSG00000184113/ENSG00000107485/ENSG00000106483/ENSG00000198719/ENSG00000139567/ENSG00000164056/ENSG00000106366/ENSG00000213694/ENSG00000128342/ENSG00000078900/ENSG00000134317/ENSG00000054598/ENSG00000105974/ENSG00000115415/ENSG00000027075/ENSG00000114315/ENSG00000110092"
"GO:0010632","GO:0010632","regulation of epithelial cell migration",177,0.439146695023353,1.64511665475445,0.000244319637971322,0.0148525923646282,0.0127459501832329,2223,"tags=31%, list=17%, signal=26%","ENSG00000173482/ENSG00000113140/ENSG00000168874/ENSG00000011465/ENSG00000107485/ENSG00000138798/ENSG00000139567/ENSG00000112562/ENSG00000130203/ENSG00000091879/ENSG00000132170/ENSG00000128052/ENSG00000179348/ENSG00000136960/ENSG00000135046/ENSG00000136826/ENSG00000156234/ENSG00000164867/ENSG00000037280/ENSG00000173269/ENSG00000140285/ENSG00000170961/ENSG00000020181/ENSG00000106511/ENSG00000109670/ENSG00000213015/ENSG00000163638/ENSG00000185950/ENSG00000126458/ENSG00000136848/ENSG00000101017/ENSG00000259207/ENSG00000126561/ENSG00000133121/ENSG00000132386/ENSG00000197122/ENSG00000164619/ENSG00000111961/ENSG00000100600/ENSG00000132669/ENSG00000148400/ENSG00000067066/ENSG00000179218/ENSG00000099250/ENSG00000079385/ENSG00000131375/ENSG00000102760/ENSG00000156427/ENSG00000169398/ENSG00000163874/ENSG00000213463/ENSG00000105329/ENSG00000058668/ENSG00000108840"
"GO:0030198","GO:0030198","extracellular matrix organization",200,0.431173610177069,1.62885159354323,0.000254583699353434,0.0151283596126655,0.0129826035242363,1922,"tags=34%, list=14%, signal=29%","ENSG00000138061/ENSG00000087245/ENSG00000166106/ENSG00000168743/ENSG00000116962/ENSG00000125845/ENSG00000154734/ENSG00000138131/ENSG00000112280/ENSG00000019144/ENSG00000139329/ENSG00000134853/ENSG00000112562/ENSG00000162510/ENSG00000172037/ENSG00000187955/ENSG00000091986/ENSG00000132031/ENSG00000106624/ENSG00000204262/ENSG00000158859/ENSG00000136244/ENSG00000204983/ENSG00000275896/ENSG00000160323/ENSG00000204580/ENSG00000101439/ENSG00000080573/ENSG00000178031/ENSG00000174705/ENSG00000123342/ENSG00000054598/ENSG00000111799/ENSG00000105974/ENSG00000170961/ENSG00000204291/ENSG00000206561/ENSG00000114270/ENSG00000046653/ENSG00000172236/ENSG00000137673/ENSG00000066056/ENSG00000163638/ENSG00000183087/ENSG00000142192/ENSG00000198598/ENSG00000168542/ENSG00000103196/ENSG00000163661/ENSG00000149257/ENSG00000259207/ENSG00000120708/ENSG00000050767/ENSG00000091136/ENSG00000181404/ENSG00000099953/ENSG00000139174/ENSG00000196569/ENSG00000162733/ENSG00000157227/ENSG00000105993/ENSG00000148400/ENSG00000049089/ENSG00000122707/ENSG00000106823/ENSG00000130508/ENSG00000102760"
"GO:0045229","GO:0045229","external encapsulating structure organization",200,0.431173610177069,1.62885159354323,0.000254583699353434,0.0151283596126655,0.0129826035242363,1922,"tags=34%, list=14%, signal=29%","ENSG00000138061/ENSG00000087245/ENSG00000166106/ENSG00000168743/ENSG00000116962/ENSG00000125845/ENSG00000154734/ENSG00000138131/ENSG00000112280/ENSG00000019144/ENSG00000139329/ENSG00000134853/ENSG00000112562/ENSG00000162510/ENSG00000172037/ENSG00000187955/ENSG00000091986/ENSG00000132031/ENSG00000106624/ENSG00000204262/ENSG00000158859/ENSG00000136244/ENSG00000204983/ENSG00000275896/ENSG00000160323/ENSG00000204580/ENSG00000101439/ENSG00000080573/ENSG00000178031/ENSG00000174705/ENSG00000123342/ENSG00000054598/ENSG00000111799/ENSG00000105974/ENSG00000170961/ENSG00000204291/ENSG00000206561/ENSG00000114270/ENSG00000046653/ENSG00000172236/ENSG00000137673/ENSG00000066056/ENSG00000163638/ENSG00000183087/ENSG00000142192/ENSG00000198598/ENSG00000168542/ENSG00000103196/ENSG00000163661/ENSG00000149257/ENSG00000259207/ENSG00000120708/ENSG00000050767/ENSG00000091136/ENSG00000181404/ENSG00000099953/ENSG00000139174/ENSG00000196569/ENSG00000162733/ENSG00000157227/ENSG00000105993/ENSG00000148400/ENSG00000049089/ENSG00000122707/ENSG00000106823/ENSG00000130508/ENSG00000102760"
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion",259,0.408572125919281,1.5861089954003,0.00026247761181614,0.0152655862106259,0.0131003663590653,2712,"tags=38%, list=20%, signal=31%","ENSG00000109906/ENSG00000125657/ENSG00000143842/ENSG00000121807/ENSG00000112299/ENSG00000162692/ENSG00000175040/ENSG00000114455/ENSG00000111846/ENSG00000237541/ENSG00000107485/ENSG00000167244/ENSG00000007908/ENSG00000121594/ENSG00000136634/ENSG00000134352/ENSG00000154096/ENSG00000119508/ENSG00000179388/ENSG00000135046/ENSG00000107338/ENSG00000108691/ENSG00000136244/ENSG00000162711/ENSG00000117586/ENSG00000156234/ENSG00000174175/ENSG00000105974/ENSG00000170961/ENSG00000164442/ENSG00000135426/ENSG00000171150/ENSG00000114013/ENSG00000065675/ENSG00000114315/ENSG00000198053/ENSG00000144802/ENSG00000010610/ENSG00000012779/ENSG00000107968/ENSG00000104312/ENSG00000101307/ENSG00000107738/ENSG00000197471/ENSG00000136630/ENSG00000254087/ENSG00000132205/ENSG00000242574/ENSG00000223865/ENSG00000168071/ENSG00000110944/ENSG00000135077/ENSG00000157873/ENSG00000104432/ENSG00000151150/ENSG00000026508/ENSG00000011422/ENSG00000197122/ENSG00000168811/ENSG00000096968/ENSG00000049130/ENSG00000125726/ENSG00000168421/ENSG00000163554/ENSG00000110492/ENSG00000175467/ENSG00000168961/ENSG00000204257/ENSG00000101665/ENSG00000196371/ENSG00000160685/ENSG00000151651/ENSG00000103490/ENSG00000100219/ENSG00000179344/ENSG00000196352/ENSG00000186818/ENSG00000164136/ENSG00000107099/ENSG00000187210/ENSG00000090776/ENSG00000173757/ENSG00000112149/ENSG00000185338/ENSG00000080503/ENSG00000019582/ENSG00000081237/ENSG00000158769/ENSG00000076201/ENSG00000141293/ENSG00000105122/ENSG00000139613/ENSG00000115232/ENSG00000103335/ENSG00000118689/ENSG00000130475/ENSG00000137312/ENSG00000143507"
"GO:0009611","GO:0009611","response to wounding",385,0.368159423074885,1.47823799622069,0.000260715919091963,0.0152655862106259,0.0131003663590653,2219,"tags=31%, list=17%, signal=26%","ENSG00000197632/ENSG00000116106/ENSG00000173918/ENSG00000118785/ENSG00000087245/ENSG00000003436/ENSG00000121807/ENSG00000105426/ENSG00000076706/ENSG00000137033/ENSG00000204420/ENSG00000139567/ENSG00000106366/ENSG00000134853/ENSG00000112562/ENSG00000189058/ENSG00000138185/ENSG00000101335/ENSG00000172037/ENSG00000130203/ENSG00000124491/ENSG00000136634/ENSG00000164930/ENSG00000163737/ENSG00000134352/ENSG00000133800/ENSG00000132170/ENSG00000128052/ENSG00000179348/ENSG00000115414/ENSG00000138119/ENSG00000135046/ENSG00000174059/ENSG00000136244/ENSG00000197822/ENSG00000160323/ENSG00000136854/ENSG00000124882/ENSG00000204580/ENSG00000136826/ENSG00000151914/ENSG00000138834/ENSG00000164867/ENSG00000174885/ENSG00000174175/ENSG00000140285/ENSG00000167601/ENSG00000105974/ENSG00000102265/ENSG00000119782/ENSG00000152518/ENSG00000065675/ENSG00000144802/ENSG00000183087/ENSG00000203618/ENSG00000178726/ENSG00000168542/ENSG00000184500/ENSG00000012779/ENSG00000198400/ENSG00000101017/ENSG00000164220/ENSG00000259207/ENSG00000110799/ENSG00000111252/ENSG00000136869/ENSG00000140443/ENSG00000108405/ENSG00000172725/ENSG00000041982/ENSG00000188313/ENSG00000156052/ENSG00000254087/ENSG00000132205/ENSG00000118503/ENSG00000064666/ENSG00000233276/ENSG00000159899/ENSG00000079215/ENSG00000026508/ENSG00000011422/ENSG00000197122/ENSG00000147044/ENSG00000169032/ENSG00000124942/ENSG00000183762/ENSG00000096968/ENSG00000162733/ENSG00000135218/ENSG00000110492/ENSG00000067141/ENSG00000015285/ENSG00000099250/ENSG00000074660/ENSG00000079385/ENSG00000121966/ENSG00000112062/ENSG00000069974/ENSG00000115956/ENSG00000140416/ENSG00000176108/ENSG00000171791/ENSG00000189114/ENSG00000125952/ENSG00000182704/ENSG00000169398/ENSG00000101000/ENSG00000149269/ENSG00000100219/ENSG00000128016/ENSG00000035403/ENSG00000003402/ENSG00000064201/ENSG00000160293/ENSG00000105329/ENSG00000124762/ENSG00000240583/ENSG00000100345"
"GO:0002274","GO:0002274","myeloid leukocyte activation",193,0.428885824408064,1.61635090663774,0.000270554255661471,0.0155696854284344,0.0133613331577083,2500,"tags=36%, list=19%, signal=30%","ENSG00000150637/ENSG00000105383/ENSG00000121807/ENSG00000104921/ENSG00000137033/ENSG00000245848/ENSG00000163687/ENSG00000173372/ENSG00000186074/ENSG00000198829/ENSG00000129988/ENSG00000123685/ENSG00000255587/ENSG00000205755/ENSG00000136634/ENSG00000155659/ENSG00000069122/ENSG00000119508/ENSG00000179348/ENSG00000130202/ENSG00000115414/ENSG00000035720/ENSG00000166527/ENSG00000135046/ENSG00000196535/ENSG00000136244/ENSG00000136854/ENSG00000066294/ENSG00000213886/ENSG00000188906/ENSG00000072694/ENSG00000068001/ENSG00000025434/ENSG00000127507/ENSG00000142192/ENSG00000125810/ENSG00000189171/ENSG00000136869/ENSG00000184988/ENSG00000188313/ENSG00000239998/ENSG00000188822/ENSG00000254087/ENSG00000076944/ENSG00000174130/ENSG00000135077/ENSG00000237693/ENSG00000096968/ENSG00000179639/ENSG00000168421/ENSG00000115602/ENSG00000168229/ENSG00000168961/ENSG00000103496/ENSG00000111321/ENSG00000277632/ENSG00000103490/ENSG00000196689/ENSG00000163874/ENSG00000186818/ENSG00000064201/ENSG00000164136/ENSG00000070495/ENSG00000163932/ENSG00000124126/ENSG00000120885/ENSG00000019582/ENSG00000068079/ENSG00000081237/ENSG00000203747"
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation",281,0.395507435566112,1.54405556326767,0.000285690381600821,0.0162694720438717,0.0139618643727506,2500,"tags=33%, list=19%, signal=28%","ENSG00000109906/ENSG00000125657/ENSG00000143842/ENSG00000121807/ENSG00000112299/ENSG00000162692/ENSG00000114455/ENSG00000175505/ENSG00000237541/ENSG00000107485/ENSG00000167244/ENSG00000121594/ENSG00000136634/ENSG00000134352/ENSG00000154096/ENSG00000169508/ENSG00000198846/ENSG00000179388/ENSG00000135046/ENSG00000107338/ENSG00000108691/ENSG00000136244/ENSG00000162711/ENSG00000117586/ENSG00000167601/ENSG00000105974/ENSG00000135426/ENSG00000171150/ENSG00000114013/ENSG00000065675/ENSG00000114315/ENSG00000198053/ENSG00000144802/ENSG00000183087/ENSG00000010610/ENSG00000185950/ENSG00000107968/ENSG00000104312/ENSG00000073861/ENSG00000101017/ENSG00000101307/ENSG00000136869/ENSG00000107738/ENSG00000197471/ENSG00000136630/ENSG00000254087/ENSG00000242574/ENSG00000223865/ENSG00000168071/ENSG00000110944/ENSG00000135077/ENSG00000157873/ENSG00000104432/ENSG00000197122/ENSG00000168811/ENSG00000160856/ENSG00000096968/ENSG00000049130/ENSG00000157227/ENSG00000125726/ENSG00000168421/ENSG00000163554/ENSG00000110492/ENSG00000175467/ENSG00000168961/ENSG00000204257/ENSG00000204642/ENSG00000171791/ENSG00000189114/ENSG00000160685/ENSG00000151651/ENSG00000103490/ENSG00000100219/ENSG00000179344/ENSG00000196352/ENSG00000186818/ENSG00000186827/ENSG00000105329/ENSG00000164136/ENSG00000107099/ENSG00000147010/ENSG00000124762/ENSG00000090776/ENSG00000173757/ENSG00000161955/ENSG00000197329/ENSG00000112149/ENSG00000109743/ENSG00000185338/ENSG00000080503/ENSG00000019582/ENSG00000081189/ENSG00000081237/ENSG00000203747"
