"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation","gene_name.x","ENTREZID","gene_locus","ALL_1_1","ALL_1_2","ALL_1_3","ALL_1_4","ALL_2_1","ALL_2_2","ALL_2_3","ALL_2_4"
"1230","ENSG00000109536",28.8411627199376,-0.194286052113457,0.522808716454614,-0.37161976454982,0.710175971382322,0.999606199905259,"down","FRG1","2483","4:189940870-189963202",22.061466,37.856522,51.67234,14.838939,37.759037,25.785128,16.822645,23.842237
"1231","ENSG00000109586",22.832115155893,-0.634711430735444,0.558005567379329,-1.13746433340507,0.255344226516718,0.999606199905259,"down","GALNT7","51809","4:173168811-173323967",7.746482,34.564339,38.517178,36.547974,15.85557,23.294336,9.645748,20.322201
"1232","ENSG00000109606",218.521845485491,-0.559674949815721,0.508109200537841,-1.10148556495985,0.270685383577888,0.999606199905259,"down","DHX15","1665","4:24517441-24584554",356.616516,173.204636,402.897919,114.59227,204.616013,178.482086,124.374313,174.895355
"1233","ENSG00000109685",14.7313977559824,-0.567353357101696,0.531259463038435,-1.06794023744411,0.285547470544543,0.999606199905259,"down","NSD2","7468","4:1871393-1982207",13.980388,19.297832,11.74001,32.154148,12.149335,10.166152,16.968687,5.774336
"1234","ENSG00000109686",13.4868403488246,0.128377502865003,0.53512013956431,0.239904076436978,0.810404620593901,0.999606199905259,"up","SH3D19","152503","4:151099615-151325632",14.864451,15.588575,16.109764,6.961418,18.268549,16.10577,5.566554,14.512034
"1235","ENSG00000109689",26.4228712736911,-2.08921902824293,0.874536271203949,-2.38894497236434,0.0168968329445457,0.999606199905259,"down","STIM2","57620","4:26857601-27025381",33.559837,16.922989,88.799141,29.835934,10.340178,1.328377,4.456205,21.608744
"1236","ENSG00000109736",28.7446003244103,0.0364356470171991,0.573083066729181,0.0635782997832273,0.949306011041367,0.999606199905259,"up","MFSD10","10227","4:2930561-2934834",53.739929,20.23572,21.863104,22.114843,43.572189,11.777282,30.838308,24.441185
"1237","ENSG00000109756",26.6218858525725,-0.187404872398234,0.580692443072119,-0.322726556258903,0.746902338424991,0.999606199905259,"down","RAPGEF2","9693","4:159103013-159360174",18.166939,13.922421,54.592274,27.555525,17.532961,24.197958,24.327751,26.699648
"1238","ENSG00000109787",19.310572582869,0.333339955942075,0.77147430682914,0.432081733625253,0.665682010181723,0.999606199905259,"up","KLF3","51274","4:38664197-38701769",10.429368,7.464888,38.726841,12.208765,16.483133,30.641569,4.976582,31.335472
"1239","ENSG00000109790",11.5930264258714,0.864245708215618,0.639552146878647,1.35132953963738,0.176589893522342,0.999606199905259,"up","KLHL5","51088","4:39045039-39126857",4.419465,5.842637,12.120994,12.841084,17.631287,20.059029,4.154486,16.510153
"1240","ENSG00000109805",13.6131894621464,-0.9035275437146,0.817692171220038,-1.10497272141727,0.269171409366208,0.999606199905259,"down","NCAPG","64151","4:17810979-17844865",13.384106,22.30645,17.921358,23.857283,25.901731,9.509461,3.978292,0.350006
"1241","ENSG00000109861",10.5530217542483,-0.371265662924773,0.931548605742793,-0.398546743171533,0.690227209762991,0.999606199905259,"down","CTSC","1075","11:88293592-88337761",15.947507,29.300329,4.957469,1.885346,2.259733,22.201532,3.711891,7.607968
"1242","ENSG00000109917",10.5888915448533,0.646114295431724,0.517847630194157,1.24769190348419,0.2121439074745,0.999606199905259,"up","ZPR1","8882","11:116773799-116788039",10.727979,11.23564,6.787583,5.979522,12.001516,13.012727,14.147785,10.455148
"1243","ENSG00000109920",54.534776874191,-0.0929595609802895,0.372352550009311,-0.249654691442196,0.802854399775084,0.999606199905259,"down","FNBP4","23360","11:47716517-47767443",44.139496,55.705505,63.222706,77.227608,43.1698,50.314854,65.744019,39.393131
"1244","ENSG00000109971",229.109141937075,-0.192809389841735,0.5302963045208,-0.36358803219639,0.716165664926176,0.999606199905259,"down","HSPA8","3312","11:123057489-123063230",215.880341,274.709167,364.437134,157.386444,424.984161,258.860016,79.091011,115.419594
"1245","ENSG00000110031",11.7972800257208,0.277500310955431,0.548226495824298,0.50617821843541,0.612731544399184,0.999606199905259,"up","LPXN","9404","11:58526871-58618267",6.411812,19.342146,7.28906,15.378559,13.830826,7.536658,11.890068,15.200553
"1246","ENSG00000110046",9.57046540079627,0.210804384300659,0.815275211218178,0.258568372250245,0.795968288797474,0.999606199905259,"up","ATG2A","23130","11:64894546-64917211",7.503967,3.829855,14.801589,8.946373,4.215903,2.693347,18.855854,9.799901
"1247","ENSG00000110047",11.3032823686429,-0.335255434127243,0.697065398041506,-0.480952626639029,0.630550168465413,0.999606199905259,"down","EHD1","10938","11:64851642-64888296",22.75729,4.855684,15.407871,7.509202,8.322342,8.397195,15.219243,5.952075
"1248","ENSG00000110057",25.6542600232904,0.220421223327378,0.372254375990416,0.592125271169552,0.553766705617464,0.999606199905259,"up","UNC93B1","81622","11:67991100-68004982",21.597673,29.744877,21.368179,29.24914,36.786537,19.244749,26.438814,23.790386
"1249","ENSG00000110075",69.5442606821117,-0.129012136703047,0.328193838697074,-0.393097375670499,0.694247562320335,0.999606199905259,"down","PPP6R3","55291","11:68415097-68615334",61.520065,75.315125,94.289803,74.702713,73.308746,75.373299,40.571106,67.634186
"1250","ENSG00000110090",16.3935637563752,0.101973534210864,0.453249828158928,0.224983062045659,0.821992451026544,0.999606199905259,"up","CPT1A","1374","11:68754620-68844410",16.985779,11.173162,15.883363,23.001003,14.797953,14.95426,15.967664,17.78031
"1251","ENSG00000110315",11.9235560857686,0.104100090005452,0.652973278260423,0.159424732177071,0.873334254637589,0.999606199905259,"up","RNF141","50862","11:10511673-10541230",13.533193,12.667404,13.962716,7.328616,13.322207,14.747005,2.346725,17.573399
"1252","ENSG00000110321",267.930943717134,-0.291941556885608,0.540089187315617,-0.540543235713777,0.588822452487242,0.999606199905259,"down","EIF4G2","1982","11:10797050-10808940",551.126221,257.887939,300.814911,95.493759,316.988495,236.536179,167.363922,216.787598
"1253","ENSG00000110324",10.3240539169179,0.956352607753827,0.601036945332914,1.59117108387423,0.11157107855013,0.999606199905259,"up","IL10RA","3587","11:117986348-118003037",9.066882,6.665149,8.954532,4.430397,9.131558,9.575766,16.036781,15.226679
"1254","ENSG00000110330",16.2446952555371,-0.0958110937139416,0.563393092104498,-0.170060824416659,0.864962302262892,0.999606199905259,"down","BIRC2","329","11:102347211-102378670",17.237717,18.805712,25.640358,7.07618,15.130769,17.33176,9.261459,18.868717
"1255","ENSG00000110344",10.4509900307559,0.117984525503075,0.511340505181874,0.230735731488963,0.817520112707167,0.999606199905259,"up","UBE4A","9354","11:118359585-118399211",6.998611,15.411998,7.529109,13.906913,14.524502,12.919413,6.077794,9.08039
"1256","ENSG00000110367",46.5043998536898,0.0931653668799552,0.334860282238528,0.278221610091076,0.78084224704497,0.999606199905259,"up","DDX6","1656","11:118747763-118791164",60.14983,49.859348,40.271206,41.246887,54.664028,59.20092,29.6959,42.686275
"1257","ENSG00000110422",23.7957717596655,0.235652653610907,0.559837557775399,0.420930411577439,0.673805897340464,0.999606199905259,"up","HIPK3","10114","11:33256672-33357023",13.116096,18.616297,39.510033,18.314602,36.335064,26.772627,10.22705,28.228788
"1258","ENSG00000110429",13.4549153496998,-0.268245736665532,0.572588707115849,-0.468478915724162,0.639442145348984,0.999606199905259,"down","FBXO3","26273","11:33740939-33774543",14.585959,11.726101,23.57958,9.407123,9.692273,12.109687,8.055737,16.284662
"1259","ENSG00000110455",11.6368496845566,0.376981970113989,0.89167738018678,0.422778438133109,0.672456920653227,0.999606199905259,"up","ACCS","84680","11:44065925-44084222",1.36948,18.90217,1.846393,24.613325,8.349982,7.00077,15.267883,17.760035
"1260","ENSG00000110492",11.8046379540193,0.811083861156802,0.827557624098228,0.980093515591284,0.32703995969972,0.999606199905259,"up","MDK","4192","11:46380756-46383837",19.975571,2.911069,4.3267,8.965518,25.1401,26.686155,6.515575,2.590997
"1261","ENSG00000110497",19.3984635302009,-0.609390950336696,0.588535663990903,-1.03543589220129,0.30046539094524,0.999606199905259,"down","AMBRA1","55626","11:46396414-46594125",13.691619,14.413566,24.785778,48.247963,8.566648,13.158936,12.805202,21.756004
"1262","ENSG00000110514",15.3336151857192,0.389004850539108,0.576713554565664,0.674520041118292,0.499980748705777,0.999606199905259,"up","MADD","8567","11:47224843-47330031",6.510469,15.840482,11.426186,24.399067,12.582291,10.71857,26.588848,12.914339
"1263","ENSG00000110536",15.9503831358537,-0.521518744416228,0.534612328045082,-0.975508264695778,0.329308204107567,0.999606199905259,"down","PTPMT1","114971","11:47565430-47573461",29.578356,18.46917,19.744707,10.074142,19.146406,12.222534,7.742168,12.361174
"1264","ENSG00000110651",51.1365531999904,-0.585327526776265,0.636674065049878,-0.919351924175534,0.357911526856876,0.999606199905259,"down","CD81","975","11:2376177-2397419",62.254627,130.494415,31.901903,45.739059,17.937902,63.281258,59.468056,13.879485
"1265","ENSG00000110696",23.506730391628,0.288955312878695,0.542987449061497,0.532158364577538,0.594616316895808,0.999606199905259,"up","C11orf58","10944","11:16613132-16758340",20.349667,28.962116,23.590769,17.040298,24.918438,48.101837,7.459922,22.685905
"1266","ENSG00000110700",1001.20686119183,-0.199693272718253,0.536572308437227,-0.372164700969869,0.709770225991087,0.999606199905259,"down","RPS13","6207","11:17074388-17077715",1404.35022,1357.62793,1265.054932,409.673615,1380.789551,970.043152,318.069,1022.083496
"1267","ENSG00000110711",25.280306063291,-0.285353518283306,0.428799604652968,-0.665470572236757,0.505749559629758,0.999606199905259,"down","AIP","9049","11:67483026-67491103",42.454639,31.587831,23.99889,19.471359,30.048468,20.205227,17.747015,19.509956
"1268","ENSG00000110713",28.2947097866538,-0.120754970193434,0.385458252890317,-0.313276390602525,0.754070685575962,0.999606199905259,"down","NUP98","4928","11:3671083-3797792",22.406837,28.195616,41.370174,33.491608,28.29994,29.523054,22.61698,23.275114
"1269","ENSG00000110717",16.2010951622708,-0.833977096525693,0.567977181676412,-1.4683285234526,0.142015006609283,0.999606199905259,"down","NDUFS8","4728","11:68030617-68036644",37.224911,24.017811,12.70049,13.539328,18.508615,10.902091,5.445377,11.411336
"1270","ENSG00000110719",41.6744324932648,0.520216637169729,0.618818866395564,0.840660596209414,0.400538101175609,0.999606199905259,"up","TCIRG1","10312","11:68039025-68050895",29.794374,28.902843,19.048481,73.100159,40.581493,16.319284,79.869675,41.353821
"1271","ENSG00000110721",22.5575845337445,1.29937659581842,0.770356021187167,1.68672219088519,0.0916567830439784,0.999606199905259,"up","CHKA","1119","11:68052859-68121444",12.856414,15.759767,11.121863,16.173649,15.295122,8.5961,11.87197,78.650024
"1272","ENSG00000110768",13.0887638801676,0.0704467880664809,0.540510717355306,0.130333748812926,0.896302380094731,0.999606199905259,"up","GTF2H1","2965","11:18322295-18367045",7.683832,21.974598,6.530756,19.95575,15.547726,17.801823,6.407406,12.961163
"1273","ENSG00000110801",13.4701178391095,-0.667103594806664,0.549156552259259,-1.21477854003957,0.224450567805633,0.999606199905259,"down","PSMD9","5715","12:121888731-121918297",19.075798,15.956931,22.931337,10.037385,9.96511,7.033657,9.317952,12.63459
"1274","ENSG00000110841",13.219438279359,-0.677629711835048,0.755458129046853,-0.896978516453322,0.369730380904099,0.999606199905259,"down","PPFIBP1","8496","12:27523431-27695564",5.003677,5.579402,27.898394,28.505255,6.28155,12.175413,14.19509,6.32794
"1275","ENSG00000110848",873.984764533968,2.3061842409565,0.839294188671564,2.7477662446427,0.00600027705795148,0.657518732489939,"up","CD69","969","12:9752486-9760901",20.310976,156.783249,720.140991,282.376251,1758.535034,2614.415039,703.25592,786.362061
"1276","ENSG00000110852",41.6712648597976,0.370942726163372,0.76785762659195,0.483087897179272,0.629033327150327,0.999606199905259,"up","CLEC2B","9976","12:9852984-9870136",9.75278,16.774727,98.258568,16.516712,65.598373,62.975842,26.876001,30.809423
"1277","ENSG00000110880",20.1960836014314,-0.432340600374749,0.608120091913586,-0.710946087991095,0.477117644645313,0.999606199905259,"down","CORO1C","23603","12:108645109-108731596",12.576363,25.499615,43.891582,12.608899,21.217991,21.546383,16.966938,7.469786
"1278","ENSG00000110911",13.0857239087911,0.207592964171092,0.482905625130626,0.429883093854909,0.667280684038115,0.999606199905259,"up","SLC11A2","4891","12:50979401-51028566",8.10634,15.252561,10.079829,20.352819,13.380362,15.812959,8.658732,16.210455
"1279","ENSG00000110955",152.071055051957,-0.170686496754816,0.429049359826348,-0.397824848926238,0.690759299055596,0.999606199905259,"down","ATP5F1B","506","12:56638175-56645984",180.789688,232.721497,174.7556,90.332451,241.080719,153.827087,89.255882,87.54744
"1280","ENSG00000110958",26.8350501563335,0.0370029228556637,0.509013466735163,0.0726953710930326,0.942048532137591,0.999606199905259,"up","PTGES3","10728","12:56663341-56688790",15.022465,56.447746,25.935461,18.099932,20.459839,30.559238,23.34614,28.868958
"1281","ENSG00000110987",19.8293926740203,-0.185776690123703,0.7060931848569,-0.263105060504661,0.792469603606067,0.999606199905259,"down","BCL7A","605","12:122019422-122062044",29.285337,21.441603,11.482682,29.549202,4.25013,14.364549,36.277538,11.993914
"1282","ENSG00000111011",38.2748631824228,0.207655844452139,0.569294139396401,0.364760200539405,0.715290416465253,0.999606199905259,"up","RSRC2","65117","12:122503454-122527000",44.183624,29.149063,51.117802,21.058271,22.547825,29.696455,64.086426,31.946405
"1283","ENSG00000111142",22.6407283721368,-0.089083217653679,0.440653787008528,-0.202161470705697,0.839790493116421,0.999606199905259,"down","METAP2","10988","12:95435988-95515839",23.410641,25.40741,32.877899,15.519314,23.527834,23.015408,22.159801,14.782006
"1284","ENSG00000111144",35.6860938697301,0.145789119378469,0.529583644853429,0.275290071351842,0.783093391809728,0.999606199905259,"up","LTA4H","4048","12:96000753-96043520",46.552273,34.843697,39.183952,19.946192,77.782875,29.525127,24.199827,18.879698
"1285","ENSG00000111145",16.5721126386884,-0.599250281512516,0.87950463955683,-0.681349767312734,0.49565019974831,0.999606199905259,"down","ELK3","2004","12:96194375-96269824",33.50145,1.111542,29.436769,16.073057,12.666848,27.847136,5.622772,5.647512
"1286","ENSG00000111229",159.802303794282,0.0626605640419977,0.556939273913931,0.112508790413802,0.910420000255138,0.999606199905259,"up","ARPC3","10094","12:110434823-110450422",223.158051,219.192474,142.421036,73.853188,318.219543,168.02243,47.959427,129.919632
"1287","ENSG00000111237",9.9062969516557,0.355623793667367,0.632568365904924,0.562190290939743,0.573986375744874,0.999606199905259,"up","VPS29","51699","12:110477830-110502117",5.730262,16.001314,4.311141,12.78798,20.977694,11.270291,4.233084,9.432258
"1288","ENSG00000111252",37.6006427448604,1.15597527491149,0.663016513449163,1.74350902498317,0.0812447392200192,0.999606199905259,"up","SH2B3","10019","12:111405948-111451623",6.223009,13.593223,42.548946,34.472839,47.653767,57.576626,69.577721,21.259315
"1289","ENSG00000111271",11.5548259373602,0.25232782533335,0.72447963376139,0.348288362535881,0.72762363273971,0.999606199905259,"up","ACAD10","80724","12:111686056-111757107",5.899332,11.160793,2.180267,29.378485,9.009023,11.094099,14.668402,12.074924
"1290","ENSG00000111276",70.1596776327395,0.152082541494318,0.406201465769578,0.374401754573156,0.708105437757719,0.999606199905259,"up","CDKN1B","1027","12:12715058-12722369",75.618752,71.865013,85.652397,42.13839,88.853157,64.403152,46.143692,84.757484
"1291","ENSG00000111300",16.1946617723841,0.166514615581894,0.492462909722095,0.338126206653535,0.735268082354813,0.999606199905259,"up","NAA25","80018","12:112026689-112108796",8.75805,21.210825,12.270869,24.782303,14.378158,24.009993,17.767225,10.424535
"1292","ENSG00000111328",16.8042278734573,-0.640088857342621,0.804256668617764,-0.795876344354981,0.426103911986042,0.999606199905259,"down","CDK2AP1","8099","12:123250112-123272334",59.330017,10.009889,7.130158,7.845469,21.590343,12.435782,7.223867,10.722239
"1293","ENSG00000111348",249.633538089634,-0.101556377883129,0.603134482322097,-0.168380984440041,0.866283566736684,0.999606199905259,"down","ARHGDIB","397","12:14942031-14961728",494.181213,240.321609,204.396378,134.002228,442.416962,264.431396,57.697952,212.824524
"1294","ENSG00000111371",93.705902028023,0.584971426905922,0.720584401740774,0.811801401047204,0.416905598016756,0.999606199905259,"up","SLC38A1","81539","12:46183063-46270017",85.881577,23.715099,99.750984,99.914528,63.384151,58.132145,40.913563,248.113693
"1295","ENSG00000111445",12.8726218631338,-0.83686831240977,0.566899679499471,-1.47621941354537,0.139884999539907,0.999606199905259,"down","RFC5","5985","12:118013588-118033130",12.827477,22.140713,10.770261,26.711906,18.946405,7.320449,6.577322,4.413136
"1296","ENSG00000111530",33.7216528810756,-0.271860082565359,0.371661886829466,-0.731471512681901,0.464491198640446,0.999606199905259,"down","CAND1","55832","12:67269358-67319953",31.773226,33.915195,49.679527,39.078884,39.541676,32.901653,20.985088,24.698252
"1297","ENSG00000111540",12.0938904833633,0.433409830677056,0.608041808039162,0.712796102088332,0.475971937995295,0.999606199905259,"up","AC034102.1","5869","12:55973913-55996683",8.55584,19.730427,4.439988,12.971128,24.799913,13.814495,4.778214,11.805956
"1298","ENSG00000111554",10.238928013131,-0.173833389322202,0.536266401530104,-0.324154914099058,0.745820753987788,0.999606199905259,"down","MDM1","56890","12:68272443-68332381",11.10073,16.413584,5.101036,15.816718,12.456727,13.092069,6.803112,6.078051
"1299","ENSG00000111581",19.4044508256264,-0.0257679686923505,0.466948916709453,-0.0551836994803095,0.955992115076365,0.999606199905259,"down","NUP107","57122","12:68686951-68745809",11.946651,25.982075,12.153606,36.745377,19.993902,24.79409,13.985151,15.812551
"1300","ENSG00000111596",131.713772421613,0.219749683858868,0.531494459468603,0.413456208139174,0.679272400555853,0.999606199905259,"up","AC092881.1","4848","12:70242994-70354993",125.215508,74.983917,222.694519,64.945068,109.362274,200.083511,115.022629,120.306557
"1301","ENSG00000111605",25.3187337616663,0.342202812691684,0.403852690329218,0.847345630934693,0.396802499529525,0.999606199905259,"up","CPSF6","11052","12:69239569-69274358",22.998806,25.221878,18.196852,29.636141,25.843439,23.363697,19.854967,37.524014
"1302","ENSG00000111615",18.4062052615026,-0.10874161684402,0.553835329165196,-0.196342867848333,0.84434181062449,0.999606199905259,"down","KRR1","11103","12:75490863-75511636",23.913944,16.907707,29.119144,8.02608,21.371227,22.240767,10.444095,16.033169
"1303","ENSG00000111639",12.2222820739441,-0.0242703059247373,0.567241249612242,-0.0427865673403127,0.96587167189377,0.999606199905259,"down","MRPL51","51258","12:6491886-6493841",15.520755,18.39625,9.991959,9.454587,23.076887,13.984482,5.753596,5.514689
"1304","ENSG00000111640",668.453834596201,-0.0669999534382588,0.499663125956569,-0.134090249925872,0.893331209447794,0.999606199905259,"down","GAPDH","2597","12:6534512-6538374",1057.908691,519.396912,873.022095,335.23584,1107.210327,671.856995,386.117737,443.636871
"1305","ENSG00000111641",9.82235076422389,0.875112626787976,0.832916405622956,1.05066081167348,0.293414400547604,0.999606199905259,"up","NOP2","4839","12:6556863-6568691",6.249629,8.647411,5.152519,9.771605,4.546134,7.064721,30.286856,3.422094
"1306","ENSG00000111642",43.6331023390963,0.788455456361875,0.690167648145898,1.14241149738041,0.253283014421759,0.999606199905259,"up","CHD4","1108","12:6570082-6614524",27.843384,40.344978,17.740519,54.728363,21.043133,34.190647,118.973755,22.395346
"1307","ENSG00000111647",17.3776411775067,-0.196366054513699,0.582491768685382,-0.337113870221506,0.736031061884085,0.999606199905259,"down","UHRF1BP1L","23074","12:100028455-100142874",20.281818,14.136618,32.623245,8.324841,22.193325,16.616112,12.266482,11.885568
"1308","ENSG00000111653",10.0401088892477,-0.00896960293726272,0.592243724487104,-0.0151451211155181,0.987916403637407,0.999606199905259,"down","ING4","51147","12:6650301-6663142",8.691465,18.734734,2.74711,14.290041,11.595267,11.076401,9.807548,5.663652
"1309","ENSG00000111666",24.7690492060125,-0.0805859199401486,0.655997462618214,-0.122844865311696,0.902229945913285,0.999606199905259,"down","CHPT1","56994","12:101696947-101765257",21.964066,18.754562,45.753284,15.802868,11.535656,17.011805,15.175602,43.852768
"1310","ENSG00000111669",106.762468941095,0.267652316205368,0.570066400325309,0.469510772872479,0.638704586378462,0.999606199905259,"up","TPI1","7167","12:6867119-6870948",98.334335,133.44072,118.459236,57.876366,270.669464,101.52774,34.973263,73.13916
"1311","ENSG00000111670",45.1102869655841,1.24550133251236,0.467494783861406,2.66420369918309,0.00771708171625677,0.712997824451018,"up","GNPTAB","79158","12:101745499-101830959",19.273113,23.591848,25.94496,46.772232,56.988083,106.720192,28.103899,57.647598
"1312","ENSG00000111678",77.6911375164758,-0.0103577565082765,0.5778587084472,-0.0179243755555913,0.985699183255049,0.999606199905259,"down","C12orf57","113246","12:6942483-6946003",140.859711,93.76815,54.672592,37.476318,117.221725,44.539413,34.009716,104.161766
"1313","ENSG00000111679",17.8407833579894,0.0552229988108515,0.680366781309676,0.0811665124281195,0.935309530829738,0.999606199905259,"up","PTPN6","5777","12:6946468-6961316",10.746017,49.524536,5.851158,11.788592,26.263321,9.525795,14.004021,19.643389
"1314","ENSG00000111716",131.343971880904,-0.628243389677673,0.640562972427072,-0.98076756965405,0.326707374209104,0.999606199905259,"down","LDHB","3945","12:21635342-21757857",261.776917,178.910736,144.316879,80.386093,234.153687,129.127563,38.292198,29.661531
"1315","ENSG00000111725",10.7967130742575,0.418185429689478,0.502138542123024,0.832808865699503,0.404952533852011,0.999606199905259,"up","PRKAB1","5564","12:119667864-119681624",8.836671,11.769751,10.987442,6.756875,13.83049,10.279544,11.312873,12.442571
"1316","ENSG00000111731",10.7489467389709,-0.340605631292975,0.533982655285799,-0.637858978978776,0.523565482686791,0.999606199905259,"down","C2CD5","9847","12:22448583-22544546",7.276576,15.056436,8.759674,22.004105,9.720387,11.852553,6.079535,8.617387
"1317","ENSG00000111775",192.332450902665,-0.35381176832879,0.564810307719445,-0.626425834467131,0.531035668821323,0.999606199905259,"down","COX6A1","1337","12:120438090-120440737",328.920197,229.93483,251.814438,76.232513,304.985352,176.717911,65.422249,133.810516
"1318","ENSG00000111786",34.1803798686168,0.0659546216997957,0.35933352978367,0.183547084346686,0.854368778262895,0.999606199905259,"up","SRSF9","8683","12:120461672-120469748",41.443722,37.048729,35.080296,28.229492,47.463902,36.129017,29.678709,22.531166
"1319","ENSG00000111790",20.6697756356916,0.186243962784379,0.548800026069053,0.339365805279582,0.734334175150857,0.999606199905259,"up","FGFR1OP2","26127","12:26938470-26966650",14.785629,16.930412,29.198973,20.095575,36.584732,23.667677,5.855741,21.197729
"1320","ENSG00000111832",13.6317596728276,-0.39258877621006,0.591262283781736,-0.663984135262353,0.506700465056467,0.999606199905259,"down","RWDD1","51389","6:116571409-116597675",21.814972,12.40591,22.131321,6.632095,11.682549,12.317749,6.859446,13.571852
"1321","ENSG00000111843",25.6261906384139,0.171770877218857,0.678523506634004,0.253153907770966,0.800149282825821,0.999606199905259,"up","TMEM14C","51522","6:10722915-10731129",37.718632,32.73407,18.685959,11.972117,52.331669,38.066498,3.649811,18.176975
"1322","ENSG00000111859",13.1312938780974,1.00670103237329,0.865201803236129,1.16354476910231,0.244608545144371,0.999606199905259,"up","NEDD9","4739","6:11183298-11382348",5.425367,6.391514,18.672268,4.591192,15.824836,2.793705,9.11377,36.097164
"1323","ENSG00000111877",13.6072712767157,0.0523345059704602,0.465036935732203,0.112538385554385,0.910396535769074,0.999606199905259,"up","MCM9","254394","6:118813442-118935162",12.32804,17.976183,13.640069,13.432037,15.692877,11.42075,8.8613,17.134239
"1324","ENSG00000111880",12.3754001276202,-0.182600947835642,0.490004769136528,-0.372651368592629,0.709407935570398,0.999606199905259,"down","RNGTT","8732","6:88609897-88963618",9.946562,22.317808,8.066688,17.59037,12.566661,13.08737,11.178231,8.374043
"1325","ENSG00000111885",35.7737154523179,0.801940230753001,0.825312167924993,0.971681094644765,0.331209224813194,0.999606199905259,"up","MAN1A1","4121","6:119177205-119350800",12.706532,1.780975,38.537067,55.589249,21.111727,54.149597,26.417807,68.629227
"1326","ENSG00000111897",22.8342278975985,-0.35129764298701,0.629745322591226,-0.557840813396626,0.57695309029917,0.999606199905259,"down","SERINC1","57515","6:122443351-122471807",22.926004,20.623117,49.110355,9.882128,17.606079,30.241611,9.182012,21.339397
"1327","ENSG00000111906",18.08657854319,-0.782182895045266,0.576434652531824,-1.3569324668629,0.174802669606727,0.999606199905259,"down","HDDC2","51020","6:125219962-125302078",29.995625,39.04464,14.534016,14.532466,23.880722,17.577885,5.847172,6.396663
"1328","ENSG00000111913",41.3231258099839,0.311665034089527,0.66419179635504,0.469239511538513,0.638898446101636,0.999606199905259,"up","RIPOR2","9750","6:24804282-25042170",43.484699,21.995571,16.791306,80.051933,30.6513,52.762978,11.943861,77.987206
"1329","ENSG00000112029",12.8272336003266,-0.819365368431319,0.764963369353031,-1.07111712960099,0.284116766996127,0.999606199905259,"down","FBXO5","26271","6:152970519-152984285",24.544052,17.631981,11.753713,15.150944,28.490789,5.776591,3.019955,1.592092
"1330","ENSG00000112062",17.5240963916684,0.750193296216423,0.465633278337285,1.61112474369372,0.107152536263199,0.999606199905259,"up","MAPK14","1432","6:36027677-36111236",8.10568,13.27428,11.8044,24.335648,24.391254,29.164284,13.362816,19.500198
"1331","ENSG00000112077",12.3023993819906,-0.472997213212307,1.22131842562014,-0.387284104857533,0.698545891661348,0.999606199905259,"down","RHAG","6005","6:49605158-49636884",9.57509,3.62111,38.419109,2.523848,19.334339,23.892052,1.076051,0.137931
"1332","ENSG00000112078",18.346857062484,-0.221851899013725,0.726575803225672,-0.30533895848004,0.760108007160381,0.999606199905259,"down","KCTD20","222658","6:36442767-36491143",32.305641,15.64355,27.4708,5.445873,10.927122,37.160152,7.858824,11.072808
"1333","ENSG00000112079",22.7820210914434,0.38760925739891,0.585947890515772,0.661508068674371,0.50828654186971,0.999606199905259,"up","STK38","11329","6:36455243-36547479",18.866026,23.998209,7.212787,37.870815,17.282969,49.460274,22.454367,13.016686
"1334","ENSG00000112081",63.0236837962353,0.66562901897437,0.398032334624791,1.67229885883978,0.0944654045736785,0.999606199905259,"up","SRSF3","6428","6:36594353-36619466",64.963074,49.597401,59.005783,27.653433,73.735771,89.095192,66.634918,65.689903
"1335","ENSG00000112096",67.8190147663506,0.460869834476405,0.627365539084141,0.734611332253291,0.462576234435135,0.999606199905259,"up","SOD2",NA,"6:159669069-159745186",65.57428,16.329115,109.889748,33.519653,76.424423,79.474358,88.103905,55.204201
"1336","ENSG00000112118",27.4164448592199,-0.405967481532128,0.696074677041861,-0.583224034607013,0.559742493450641,0.999606199905259,"down","MCM3","4172","6:52264009-52284881",20.068003,52.015541,14.241914,55.181717,56.229187,25.213909,13.316169,4.332974
"1337","ENSG00000112137",18.5105802331297,-0.00510357139938945,0.562422499265335,-0.00907426606520186,0.99275988256742,0.999606199905259,"down","PHACTR1","221692","6:12716805-13290484",25.025145,14.779611,6.519075,34.464855,18.096483,14.007281,11.708666,25.81999
"1338","ENSG00000112146",16.4404831155275,-0.00283881416081019,0.511410911941208,-0.00555094561833779,0.995571008938365,0.999606199905259,"down","FBXO9","26268","6:53037965-53100873",16.999846,14.882062,21.542856,15.264389,27.01123,15.890658,5.951281,15.762305
"1339","ENSG00000112149",21.3569972977711,0.593600378722421,0.853752942898407,0.695283552062738,0.486877619930212,0.999606199905259,"up","CD83","9308","6:14117256-14201991",16.676746,5.957842,39.800625,2.599956,42.519173,9.407379,14.637511,31.678101
"1340","ENSG00000112159",10.1560026028079,-0.19194606742346,0.625617374778388,-0.306810640435702,0.758987508735683,0.999606199905259,"down","MDN1","23195","6:89642498-89819794",4.448631,17.620598,8.382944,17.58042,7.516991,9.889814,13.225875,4.797308
